Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
PIT,ATH,82.9,Sweeper,106.7,34,416
STL,SEA,96.1,4,106.9,28,416
WSH,MIL,92.9,4,106.7,25,416
STL,MIL,91.6,Cutter,108.7,25,416
ATL,MIL,89.1,Cutter,107.7,31,416
ATL,DET,79.9,Knuckle Curve,105.4,28,416
TB,CLE,95.7,4,105.1,28,416
SF,COL,95.1,4,106.2,27,416
HOU,ATH,86.7,Cutter,106.5,29,416
LAD,MIA,95,4,109.8,31,416
BOS,BAL,95.2,4,108.1,26,416
NYM,PIT,82.7,Sweeper,106.7,20,416
COL,SD,91.6,Cutter,100.6,32,416
PIT,MIL,88.1,Cutter,105,29,416
ATL,MIA,96.1,Sinker,106,30,416
ATL,MIA,85.1,Curveball,107.4,29,416
LAD,SF,91,Sinker,105.2,24,416
PIT,COL,87.7,Split-Finger,101.6,29,416
DET,LAA,86.3,Changeup,107.5,28,416
ATH,SEA,96,4,103,26,416
TOR,SEA,92.7,4,111.7,32,416
MIL,HOU,78.8,Curveball,106.2,28,416
LAD,STL,95.1,4,108.8,34,416
PIT,MIA,96.6,4,107.7,30,416
SF,ATH,80.5,Sweeper,104,27,416
SF,LAD,96.7,Sinker,104.8,24,416
BAL,HOU,80.1,Sweeper,103.8,29,416
WSH,ATL,85.8,Slider,102.7,26,416
AZ,CWS,91.8,Changeup,103.9,33,416
SD,AZ,89.8,Cutter,105,29,416
CHC,MIL,97.7,Sinker,105,28,416
ATL,LAD,85,Sweeper,108,24,416
SEA,CHC,72.5,Curveball,99.1,36,416
LAD,ATH,81.8,Sweeper,106,26,416
SF,ATL,80.2,Sweeper,105.2,35,416
AZ,COL,96.1,4,99.5,34,416
SEA,LAA,97,4,113.5,27,416
WSH,SEA,93.1,4,104.3,28,416
TOR,CIN,88.5,Slider,103.3,27,416
NYM,MIN,91.9,Sinker,106.9,33,416
AZ,ATL,88.4,Split-Finger,107.4,29,416
BOS,MIN,87.4,Cutter,107.5,29,416
NYM,AZ,86.7,Changeup,107.8,27,416
SD,SEA,95.1,Sinker,109.8,25,416
AZ,BAL,87.5,Cutter,103.1,27,416
SF,STL,80.9,Curveball,110,25,416
ATH,ATL,95.6,4,106.7,40,416
AZ,CHC,82.3,Sweeper,104.8,23,416
NYY,SEA,97.6,Sinker,110.7,22,415
STL,SD,84.5,Sweeper,108,31,415
MIN,TB,94,4,103.7,32,415
SEA,STL,92.3,Sinker,106.2,30,415
MIA,PHI,90.8,Changeup,111,21,415
COL,WSH,93.3,4,105,27,415
MIA,WSH,92.6,4,109.3,23,415
CIN,MIL,86.9,Slider,103.5,26,415
SD,SF,92.7,4,105.4,35,415
LAD,PHI,86.6,Changeup,104.3,28,415
LAA,COL,93.4,4,104.9,28,415
ATH,CWS,87.5,Cutter,107.3,28,415
CIN,LAA,86.5,Sinker,104.1,26,415
SF,ATH,95.1,4,101,33,415
STL,PIT,95.8,4,110.7,30,415
HOU,TB,88.7,Slider,107,22,415
TB,BOS,93.3,Sinker,107.6,26,415
LAD,SD,94.2,4,107.2,33,415
ATH,LAD,87.1,Changeup,108.5,28,415
WSH,NYM,89.4,Slider,107.7,31,415
AZ,MIA,96.6,4,110.9,23,415
NYM,MIA,96.1,4,113.4,21,415
NYM,MIA,66.1,Other,106.2,28,415
MIL,PIT,82.9,Changeup,110.7,23,415
NYY,TOR,88.2,Slider,105,29,415
BOS,HOU,90.3,4,112.6,19,415
NYY,TOR,83.5,Slurve,102.8,29,415
LAA,ATL,90.8,Sinker,103.1,31,415
LAD,CWS,94.4,4,105.5,27,415
CIN,PIT,95.6,4,106.3,36,415
NYY,MIN,89.7,Slider,113.5,23,415
BAL,TOR,95.7,4,108.5,27,415
MIN,BOS,93.7,4,104.7,30,415
LAD,BOS,97.5,Sinker,107.2,29,415
KC,CWS,93.8,4,109.4,21,415
NYY,SEA,93.8,4,106.1,28,415
MIA,PHI,86.7,Cutter,107.2,33,415
LAD,ATL,89.6,Sinker,105,25,415
CHC,CIN,84.9,Slider,103.4,33,415
KC,NYY,84.6,Changeup,104.6,27,415
NYM,PHI,96.9,4,102.6,26,415
COL,AZ,90.8,Cutter,102.3,34,415
BOS,TEX,94.6,4,108.7,28,415
KC,AZ,94.2,Sinker,106.7,25,415
PHI,WSH,96,4,107.2,28,415
SD,STL,94.5,4,105.2,24,415
NYY,PHI,93.1,4,106.7,27,415
SD,COL,84.7,Slider,108.7,27,415
NYM,AZ,80,Slider,107,29,415
CWS,MIL,92.3,4,105.7,31,415
MIA,ATL,89.4,Sinker,108.1,32,415
BOS,PHI,88.2,Changeup,107.5,35,415
TOR,STL,97.8,4,106.8,30,415
STL,CHC,94.7,4,106.2,25,415
DET,MIN,81.4,Slider,107.3,35,415
SEA,COL,84.1,Slider,107.4,27,415
ATH,DET,96,4,110,27,415
HOU,ATH,82,Changeup,101.5,40,415
CIN,BAL,91.3,4,107.5,29,415
LAD,ATL,79,Curveball,107.3,35,415
NYM,SD,98.3,4,106.3,26,415
COL,MIA,87,Curveball,103.5,25,415
BAL,SEA,92.5,4,108.3,29,415
AZ,TOR,93.8,4,103,29,415
SF,PIT,94.8,4,107.7,28,415
KC,MIN,95.2,4,108.5,28,415
AZ,MIA,85.1,Sweeper,102.8,33,415
MIL,CIN,83,Sweeper,107.9,22,415
HOU,BOS,80.6,Sweeper,104.9,26,415
CLE,LAA,95.9,Sinker,102.1,29,415
LAA,ATH,94.2,Sinker,107.9,25,415
TB,ATH,83.9,Slider,113.1,18,415
TB,CIN,84,Changeup,106.6,24,415
HOU,LAD,89.1,Slider,104.9,30,415
CIN,ATL,91.6,4,105.2,23,415
LAD,LAA,77.8,Changeup,106.5,28,415
HOU,BAL,85.1,Changeup,106.1,35,414
CWS,TB,90.5,Cutter,109.8,27,414
KC,CHC,83.8,Slider,100.9,27,414
AZ,TEX,82.6,Changeup,115.4,18,414
NYM,TEX,88.8,Sinker,104,37,414
AZ,WSH,77.3,Curveball,111.8,24,414
SD,BAL,94.5,4,106.6,24,414
MIN,CWS,89.2,Cutter,107.5,32,414
BAL,NYY,96.1,4,107.1,32,414
PHI,PIT,91,4,109.1,28,414
CHC,MIN,93.9,4,101.9,29,414
STL,LAA,86.9,Slider,112.1,25,414
CIN,BOS,96.4,4,104,28,414
COL,CIN,82.8,Curveball,107.1,30,414
BOS,NYY,82.4,Sweeper,104.7,24,414
STL,MIA,84.6,Curveball,108.1,25,414
WSH,PHI,89.1,Changeup,101.6,30,414
MIN,TB,86.4,Cutter,104,29,414
MIA,PIT,86.7,Split-Finger,103.6,33,414
SF,AZ,80.9,Changeup,107.7,26,414
WSH,AZ,84,Curveball,108.3,21,414
TEX,ATH,91.8,Cutter,105,39,414
TOR,TEX,85.5,Slider,102.3,29,414
NYM,COL,96,4,101.2,26,414
STL,MIN,89.4,Changeup,108,26,414
LAA,WSH,97.4,4,106,30,414
ATH,LAD,77.6,Curveball,108,29,414
PHI,COL,96.7,4,102.5,33,414
STL,TB,88,Slider,104.3,28,414
CHC,STL,92.3,4,109.1,32,414
CHC,DET,85.6,Changeup,110,28,414
TEX,MIA,93.5,Cutter,106.3,24,414
ATH,CWS,88.9,Cutter,107,35,414
PHI,NYY,88.4,Changeup,107.2,29,414
NYM,ATL,86.3,Slider,107.4,27,414
TOR,TB,83.8,Split-Finger,108.7,30,414
PIT,ATL,95.4,4,102.4,35,414
ATH,COL,89.2,Slider,102.4,28,414
DET,MIN,80.1,Changeup,106.5,41,414
SEA,CHC,94.2,4,105,41,414
CHC,PIT,95.7,4,108.8,33,414
WSH,LAD,94.8,Sinker,105.5,34,414
COL,ATL,84.7,Slider,108.7,42,414
WSH,PHI,87.1,Sweeper,107.9,27,414
NYY,SEA,79.7,Sweeper,107.2,30,414
TOR,CWS,83.6,Changeup,107.6,24,414
NYM,SF,92.7,4,110.1,24,414
NYM,ATL,92.7,4,103.7,33,414
STL,ATH,83.3,Sweeper,107.7,30,414
CLE,BOS,85,Sweeper,106.7,30,414
PHI,MIA,88.2,4,107.4,25,414
COL,SD,94.6,4,105,32,414
BOS,COL,84.9,Sweeper,105.8,24,414
CIN,CHC,92.4,4,105.3,25,414
LAD,NYM,80.8,Curveball,114,37,414
MIN,ATH,93.9,4,104,24,414
BAL,BOS,95.2,4,108,25,414
ATH,HOU,97.1,4,113.8,25,414
PHI,WSH,86.4,Slider,104.3,30,414
MIL,LAD,91.5,Cutter,104.7,28,414
CHC,STL,95.2,4,105,31,414
TEX,BOS,79.8,Sweeper,102.7,29,414
AZ,MIA,85.9,Sweeper,105.3,23,414
SF,PHI,93.9,4,103.4,29,414
PHI,KC,92.7,4,107.6,32,414
CIN,BAL,91.4,4,103.6,27,414
BAL,CLE,81.7,Changeup,105.3,27,414
ATH,TB,87,Changeup,104.3,31,414
CWS,MIN,90.4,Cutter,113.7,29,413
STL,SF,85.6,Sweeper,107.3,28,413
MIA,DET,88.4,Split-Finger,104.3,24,413
LAA,STL,81,Curveball,106.1,27,413
TB,ATH,86.7,Cutter,107.3,24,413
CHC,MIL,94.8,Sinker,102.8,30,413
WSH,MIA,85.5,Slider,107.2,33,413
LAA,MIN,81.3,Changeup,102.4,32,413
LAD,MIL,79.9,Curveball,106.7,32,413
PIT,STL,89.7,Cutter,106.3,33,413
SF,AZ,91.7,4,104,26,413
ATL,LAA,88.6,Changeup,105.1,32,413
TOR,SD,85,4,105.2,29,413
MIL,WSH,95.9,4,107.7,37,413
ATH,CIN,98,4,103.1,29,413
LAD,COL,90.6,4,115.9,19,413
CIN,TOR,92.8,Sinker,108.2,34,413
NYM,WSH,83.6,Curveball,106.3,27,413
TOR,LAA,97,Sinker,109.7,33,413
NYY,DET,91.3,Cutter,110.1,28,413
WSH,MIA,96.1,4,110,27,413
ATL,MIL,89.2,Cutter,102.4,32,413
TB,ATL,96.7,4,105,23,413
ATL,PHI,85.4,Slider,109,25,413
LAA,TB,90.5,Sinker,107.1,26,413
CIN,MIL,93.7,4,107.5,31,413
NYY,BOS,89,Changeup,105.7,34,413
CWS,PIT,83.6,Split-Finger,105.7,27,413
NYY,MIL,90.1,4,109.2,36,413
MIL,SF,94.3,Sinker,107.6,28,413
BOS,CIN,89.2,Slider,103.1,24,413
AZ,SF,94.9,Sinker,109.7,24,413
ATL,SD,91.4,4,104.4,31,413
WSH,ATL,93.2,4,108.7,29,413
CHC,STL,92.2,Slider,104.4,37,413
BAL,TB,89.9,Sinker,107.6,22,413
CHC,CIN,77.1,Changeup,107.9,26,413
SEA,HOU,90.5,Sinker,107.9,22,413
COL,DET,88.7,Slider,107.4,36,413
CHC,STL,92.2,Sinker,104.6,30,413
TEX,AZ,87.6,Changeup,107.8,25,413
SEA,ATH,94.7,4,104.1,28,413
LAA,DET,95.5,Sinker,106.4,38,413
CHC,MIA,92.9,4,106.7,20,413
BAL,NYM,85.7,Slider,110,24,413
MIL,BOS,95.8,4,105.8,27,413
NYM,MIL,94.2,4,103,33,413
PHI,NYY,92.6,4,113.8,20,413
NYY,BAL,95.2,4,110.3,24,413
NYY,KC,99,4,108.8,24,413
TOR,COL,79.9,Curveball,97.8,36,413
PIT,MIA,85.4,Slider,102.2,27,413
DET,LAA,94,Sinker,106.8,26,413
BAL,COL,90.1,4,101.7,30,413
LAA,NYY,82.8,Changeup,105.2,34,413
ATH,LAA,90.8,4,106.7,41,413
SD,LAD,92.8,Split-Finger,105.3,29,413
NYM,ATL,93.8,4,108.8,26,413
AZ,SD,93.6,4,106.9,25,413
KC,MIA,95.8,4,107.3,26,413
PHI,MIA,83,Slider,106.4,28,413
MIL,HOU,80.1,Curveball,105.3,28,413
ATH,HOU,81.7,Slider,105.4,27,413
CWS,COL,94.7,4,103.2,35,413
TOR,PHI,85.3,Sweeper,106.6,24,413
ATH,MIN,95.8,4,100.9,28,413
HOU,COL,79.7,Curveball,102.6,31,413
SF,NYM,88.6,Cutter,109.6,21,413
LAA,SEA,95.2,4,105.7,28,413
KC,CLE,89.6,Slider,109,22,413
AZ,TEX,76.4,Curveball,105.7,31,413
COL,LAD,93.1,Sinker,97.8,32,413
NYM,ATL,89.7,Cutter,109.2,27,413
LAA,HOU,78,Sweeper,107,34,413
DET,KC,91.2,4,106,23,413
NYM,ATL,96.7,4,109.5,28,413
AZ,BAL,85.1,Split-Finger,106.2,34,413
COL,STL,87.5,Changeup,107.1,25,413
MIL,COL,86.8,Slider,102.8,24,413
NYM,CHC,77.7,Changeup,106.6,31,413
BAL,TOR,92.2,Sinker,108.1,27,413
SEA,ATH,78.7,Changeup,104.8,31,413
CWS,LAA,90.3,4,104.9,31,413
ATL,CIN,92.8,Sinker,106.8,24,413
LAD,AZ,85.5,Slider,108.2,34,413
WSH,LAD,79,Curveball,106.6,30,413
LAA,LAD,95.6,4,103.5,33,413
LAD,MIN,93.5,Sinker,105.5,25,412
NYY,MIA,98.1,4,106.1,25,412
KC,SD,89,Cutter,114.1,21,412
SD,WSH,93.2,4,107.4,27,412
STL,CHC,88.2,Cutter,107.6,38,412
WSH,COL,86.5,4,104.8,34,412
CHC,SF,92.4,Sinker,105.8,35,412
TB,BOS,77.3,Curveball,107.9,31,412
DET,STL,89.4,Cutter,108.9,30,412
CWS,NYY,87.4,Slider,107.6,22,412
NYM,CIN,92.8,4,115,21,412
KC,HOU,88.2,Changeup,108.4,34,412
LAD,AZ,82.5,Curveball,103.2,25,412
NYY,DET,90.4,Split-Finger,110.6,28,412
PHI,KC,95.8,Sinker,104.9,26,412
STL,SD,94.6,Sinker,111.5,19,412
NYM,MIA,86.1,Slider,106,20,412
TOR,NYY,88.1,Sinker,108.4,18,412
LAD,ATL,87.4,Cutter,107.4,23,412
CIN,NYM,96,4,107.1,32,412
NYM,ATL,94.7,Sinker,106.5,26,412
ATL,STL,93.1,Sinker,107,40,412
COL,WSH,84.1,Changeup,103.4,28,412
NYM,PHI,83.6,Slider,109.7,22,412
MIL,NYY,92.4,4,109.8,20,412
HOU,CWS,89.4,Slider,107.6,31,412
ATH,LAA,79.1,Changeup,103,31,412
CHC,LAD,92.2,Cutter,106.1,29,412
LAD,SEA,95.1,4,109.5,32,412
TEX,LAA,87,Cutter,109.2,20,412
AZ,PHI,86.2,Sweeper,109.2,25,412
CLE,SF,95.3,4,107.3,28,412
LAA,MIN,87.2,Knuckle Curve,109.2,22,412
CHC,STL,92.4,4,103.8,28,412
COL,SEA,95.6,4,105.7,28,412
NYM,PHI,95.3,4,106.3,32,412
MIN,TB,90.3,Sinker,105.5,28,412
SEA,KC,85.8,Slider,107.2,21,412
ATL,MIA,92,Cutter,104.9,25,412
NYM,MIL,93.6,Sinker,106.1,27,412
COL,PIT,98.1,4,104,23,412
CWS,MIN,97,4,106.2,34,412
LAD,NYY,92.2,4,102.8,31,412
AZ,PIT,92.4,Sinker,111,23,412
TEX,COL,97.1,4,106.7,29,412
TOR,ATH,94.4,4,112.3,21,412
LAA,CWS,87.4,Slider,105.7,34,412
MIL,MIN,89,Changeup,100.7,30,412
BAL,TOR,92.5,4,104.1,29,412
SEA,NYM,96.9,4,106,27,412
ATL,NYM,87.5,Slider,108.6,43,412
STL,SF,92.1,4,108.4,27,412
ATL,PHI,94.1,4,106.6,26,412
SEA,ATH,83.6,Changeup,106.9,25,412
DET,CIN,90.2,4,109.2,25,412
COL,AZ,94.8,4,97.7,28,412
SEA,CIN,87.5,Cutter,104.1,32,412
NYY,BAL,87,Cutter,105.8,34,412
ATH,CIN,92.4,Cutter,102.9,26,412
CLE,DET,94.4,4,110,25,412
MIN,CLE,50.1,Curveball,102.3,33,412
PIT,COL,84,Slider,100.6,31,412
MIL,BAL,84.6,Slider,105.2,26,412
CLE,MIN,89.3,Cutter,105,27,412
ATL,ATH,89.4,Cutter,102.2,27,412
SD,AZ,86.6,Slider,102.2,32,412
BAL,TB,62.1,Eephus,106.9,32,412
NYM,ATL,87.8,Slider,108.4,22,412
KC,MIN,84.9,Sweeper,105.1,28,412
PHI,AZ,80.6,Knuckle Curve,104.2,33,412
CHC,WSH,78.5,Curveball,104.5,26,412
LAD,WSH,96.2,4,106.2,31,412
KC,TEX,95.1,Sinker,107.7,23,412
TEX,MIA,95.1,4,109.6,30,412
TOR,CIN,81.2,Changeup,103.8,24,412
ATL,TOR,95.4,4,109.7,30,412
TOR,ATL,83.6,Slider,108.9,28,412
LAA,LAD,72.9,Curveball,107.7,32,412
KC,ATL,91.7,Cutter,103.7,30,412
TB,CLE,93.6,4,108.6,24,412
NYY,SEA,87.2,Changeup,105.6,28,412
LAA,BOS,93.6,4,104.4,24,412
PIT,DET,97.2,4,104.3,27,411
BOS,STL,96,4,103.9,27,411
SD,CLE,82.9,Cutter,106.5,26,411
PIT,STL,94.4,4,106.2,26,411
MIA,COL,91.7,4,100.9,28,411
LAA,LAD,94.4,4,104.1,34,411
STL,SEA,80.7,Split-Finger,107.2,23,411
AZ,LAD,94.4,4,107.5,30,411
CIN,STL,95.2,4,106.1,25,411
LAD,BAL,94.4,Sinker,109.8,23,411
AZ,LAA,90.7,Slider,106.4,22,411
SF,COL,90.7,Cutter,114.5,21,411
MIN,MIL,94.4,Sinker,109,21,411
WSH,BAL,87.1,Cutter,105.5,25,411
KC,DET,96.2,4,106.1,30,411
AZ,ATL,94.6,4,101.4,34,411
SF,MIL,100.4,Sinker,105.1,23,411
CWS,SEA,87.2,Slider,110.9,29,411
ATL,CIN,77.1,Changeup,109.6,32,411
SEA,ATL,54.3,Eephus,102.3,34,411
MIA,WSH,93.5,4,104.7,26,411
NYY,KC,86.7,Changeup,105.4,33,411
ATL,TOR,92.7,4,111.7,24,411
MIN,KC,92,4,106.7,26,411
SD,COL,92.3,Slider,112.8,27,411
HOU,LAA,82.2,Slider,107.1,22,411
KC,PIT,90.5,Cutter,109.8,36,411
STL,MIA,97.1,4,107.4,23,411
LAD,KC,87.1,Changeup,105,24,411
SEA,SF,92.9,4,105.1,27,411
ATH,LAA,93.4,4,110,22,411
ATL,LAD,93.6,4,104.4,34,411
DET,WSH,85.1,Split-Finger,110.3,24,411
AZ,TEX,98.3,4,105.3,29,411
ATH,KC,93.9,4,108,25,411
MIL,CIN,84.6,Sweeper,103.8,26,411
DET,CLE,90.5,Sinker,107.2,29,411
LAD,AZ,92.1,4,108.6,21,411
NYM,COL,98.5,4,99.8,32,411
NYM,MIL,82.9,Slider,105.5,26,411
LAA,HOU,92.7,4,108.7,25,411
MIN,CLE,93.1,4,106.9,26,411
CHC,NYM,86.3,Changeup,106.7,27,411
NYY,SEA,95.6,4,106.6,28,411
CLE,PHI,92.1,4,105.6,26,411
LAD,DET,83.5,Slider,105.9,26,411
TB,LAA,98.1,Sinker,105.3,28,411
SEA,LAA,89.8,4,102.7,29,411
NYM,KC,89.8,Changeup,103.2,29,411
LAD,NYM,94.8,4,108.2,31,411
KC,CLE,82.3,Sweeper,103.6,26,411
WSH,NYY,79.4,Sweeper,105.2,31,411
MIN,SEA,96.7,Sinker,102.8,29,411
CWS,MIN,92,4,106.5,25,411
ATH,TOR,89,Slider,104.3,31,411
ATH,TEX,91.8,Cutter,108.5,24,411
SF,SEA,94.8,4,105.4,25,411
ATL,BAL,88,Sweeper,103.6,29,411
CLE,DET,90.6,Changeup,105.8,23,411
BOS,SF,94.7,4,102.7,26,411
DET,NYM,78.3,Sweeper,106.4,26,411
SD,NYM,90.9,4,108.7,27,411
STL,CIN,92.9,Sinker,107.6,22,411
WSH,COL,90.9,Cutter,105.9,24,411
TB,TEX,90.6,Changeup,107.4,29,411
CWS,PIT,87.1,Sinker,102,31,411
LAD,SD,83.4,Curveball,105.4,24,411
LAA,PHI,89.6,Changeup,109.9,20,411
CLE,PIT,93.4,Split-Finger,107.8,32,411
COL,PIT,95.4,Sinker,98.5,32,411
TEX,LAA,95.6,4,107.3,22,411
PHI,PIT,87.8,Slider,102.8,29,411
BOS,ATL,94.8,4,108.2,26,411
NYY,ATL,87.1,Slider,102,34,411
MIN,COL,84.5,Slider,102,24,411
CHC,SF,84.8,Changeup,104.9,32,410
MIN,LAD,83.9,Sweeper,104.8,31,410
PHI,BOS,96.7,Sinker,103.1,31,410
SF,ATL,87,Cutter,101.7,30,410
COL,STL,93.7,Sinker,106.8,25,410
BOS,PHI,94.9,Sinker,107.8,34,410
KC,WSH,85.2,Changeup,104.2,32,410
HOU,WSH,85.8,Cutter,103,32,410
ATL,COL,97.8,4,103.7,36,410
CLE,CWS,84.2,Slider,108.3,22,410
PHI,BOS,86.6,Slider,102.3,29,410
MIA,CHC,96.1,4,110,35,410
NYM,PHI,98,Sinker,111.4,24,410
SEA,SD,93.9,Sinker,104.2,33,410
MIN,DET,95.1,Sinker,105.4,32,410
PHI,CIN,93.3,4,110.2,41,410
WSH,MIA,92.5,4,108,26,410
DET,LAD,90.6,Split-Finger,104.7,27,410
LAD,SF,91.1,Cutter,106,30,410
ATH,TOR,93,Sinker,104.5,23,410
HOU,TEX,90.7,Changeup,105.2,27,410
STL,COL,76.3,Knuckle Curve,106.2,25,410
BOS,NYY,93.9,4,103.3,26,410
SF,NYM,92.7,4,103.1,29,410
STL,LAD,91.8,4,108.2,32,410
PHI,MIA,82.9,Changeup,105.3,33,410
CHC,PIT,94.6,4,112.8,26,410
MIL,STL,91.7,Sinker,103.7,28,410
TOR,LAD,84.7,Sweeper,104.5,26,410
PHI,LAD,93.6,Cutter,105.3,37,410
CLE,BOS,84.8,Sweeper,110.3,25,410
NYY,MIL,89.7,Cutter,113.1,28,410
AZ,SEA,89.8,Slider,100.9,30,410
PHI,TOR,95.5,4,109.7,34,410
SD,COL,97.3,4,108.9,25,410
CIN,SF,89.2,Slider,107,24,410
AZ,MIA,88.4,Split-Finger,103.5,29,410
PHI,MIA,90.4,Slider,107.5,32,410
NYM,MIA,100.6,4,111.4,23,410
AZ,SD,93.1,4,106.6,28,410
TB,STL,91.5,4,104.7,29,410
MIA,LAA,92.9,4,104.4,27,410
CHC,CIN,99.9,4,104.1,28,410
ATH,PHI,85.8,Slider,107,22,410
SF,CHC,87.9,Split-Finger,106.1,26,410
LAD,CWS,83.2,Split-Finger,103.8,31,410
AZ,SF,89.6,Slider,106.7,23,410
TOR,NYY,82,Sweeper,103.1,31,410
MIL,NYM,82.6,Sweeper,104.5,22,410
TEX,AZ,95.8,4,107.7,28,410
BOS,TOR,82.9,Split-Finger,103.7,32,410
NYM,WSH,91.1,4,102.2,28,410
NYY,CWS,95.2,4,105.8,24,410
NYY,HOU,75.2,Knuckle Curve,105,34,410
LAA,COL,85.1,Knuckle Curve,103.8,40,410
CIN,LAD,93.2,Cutter,108.9,22,410
MIA,CHC,96.4,4,109,31,410
LAA,TOR,91.2,Sinker,106.4,26,410
SD,WSH,82.4,Curveball,104.3,21,410
CWS,SEA,97.9,Sinker,104.5,26,410
MIL,LAD,92.8,4,101.9,27,410
NYM,KC,93.7,4,103.7,35,410
PIT,AZ,91.4,Cutter,102.2,31,410
BOS,TOR,94.4,4,107.8,25,410
CIN,BAL,90.7,Sinker,108.5,25,410
MIN,SEA,98,4,102.5,26,410
LAD,NYY,85.3,Split-Finger,110.3,29,410
SD,ATL,92.7,4,110.6,23,410
LAA,CLE,92.8,Sinker,111.4,22,410
ATH,SEA,80.9,Curveball,113.3,24,410
HOU,ATH,92.8,4,102.4,30,410
TB,KC,92.4,Sinker,110.6,20,410
LAA,TB,90,Slider,115.7,21,410
MIL,STL,84.6,Sweeper,104.8,29,410
COL,SD,95.5,4,105.7,31,410
AZ,TEX,81.7,Slider,102.8,33,410
DET,LAA,95.6,4,106.9,32,410
ATH,MIN,88.5,Slider,104,31,410
CHC,WSH,94,4,109.1,36,410
TOR,CWS,92.1,Sinker,107.4,28,410
NYY,WSH,94.9,Cutter,102.9,26,410
BAL,LAA,87,Slider,105.2,29,410
AZ,MIA,79.7,Sweeper,102.7,28,410
LAA,ATH,94.6,4,104.1,27,410
BOS,BAL,93.8,4,107.2,26,410
ATH,LAA,72.2,Curveball,103.2,32,410
TB,HOU,84.9,Changeup,105.2,36,410
BOS,TB,82.3,Split-Finger,104.9,28,410
BOS,MIN,52.6,Eephus,102.6,29,410
ATH,SEA,88,Slider,106.8,22,410
PIT,COL,90.1,4,101.6,29,410
HOU,TEX,92.1,4,104.1,29,410
PIT,NYY,76.2,Curveball,109.5,35,410
CLE,TOR,90.4,Sinker,106.2,25,410
LAD,DET,96.6,4,108.3,31,410
BOS,MIN,95.4,4,105,27,410
AZ,SD,87.4,Slider,109.5,24,410
DET,PIT,84.5,Sweeper,102.2,25,410
HOU,COL,94.1,4,107,33,409
TB,WSH,92.6,4,104,27,409
PHI,BOS,80.4,Changeup,103.2,28,409
LAA,ATH,80.7,Sweeper,103.7,36,409
SD,MIL,93.2,4,105.3,28,409
TB,NYM,92.6,Sinker,109.2,23,409
MIA,CHC,95.5,4,112.1,20,409
MIL,LAA,88,Changeup,103.4,28,409
PIT,WSH,91.1,4,105,28,409
SD,COL,94.8,4,105.7,30,409
MIL,CHC,82,Curveball,105.6,33,409
ATL,CHC,90.7,4,106.5,26,409
CHC,STL,90.3,Cutter,104.4,25,409
CHC,TOR,77.6,Curveball,104.8,31,409
WSH,MIA,88.4,Sinker,104.4,26,409
MIL,TEX,89.3,Changeup,109.1,19,409
NYY,MIA,87.4,Slider,116,19,409
TEX,HOU,91.5,4,106.3,38,409
DET,NYY,97.9,Cutter,107.3,26,409
CIN,SD,94.3,4,107.9,27,409
MIL,MIA,94.5,Sinker,106.5,23,409
PIT,BAL,91.4,4,111.4,29,409
WSH,MIA,86.5,Slider,103.4,32,409
TOR,COL,52.1,Eephus,97.8,36,409
COL,LAD,92.4,4,113.3,20,409
MIL,COL,76.8,Curveball,102.3,38,409
MIL,ATL,85.7,Slider,102.7,25,409
BAL,TOR,79.9,Split-Finger,105.5,24,409
NYY,ATL,93,Cutter,110.2,29,409
KC,ATH,94.6,4,103.1,27,409
LAD,SEA,93.2,4,101.6,31,409
HOU,CWS,79.5,Sweeper,105,27,409
NYM,SD,95.5,4,112,22,409
TB,CLE,90.6,4,103.9,28,409
COL,BAL,94.2,Sinker,107.1,26,409
LAD,COL,94.2,4,107,24,409
SF,AZ,87.6,Slider,105.5,25,409
AZ,SF,84.9,Sweeper,100.7,33,409
LAA,MIL,92.8,4,101.9,32,409
MIN,LAA,88.1,Changeup,110.6,20,409
SF,TB,90.4,Slider,101.6,36,409
TB,TOR,95.5,Sinker,103.2,29,409
WSH,CWS,81.2,Curveball,106.6,25,409
PIT,MIL,89.1,Cutter,104.8,27,409
SF,SD,97.6,4,106,29,409
ATL,MIA,97.2,4,104.7,28,409
MIA,MIL,92.9,Cutter,104.1,31,409
NYY,TOR,87.2,Cutter,104.8,31,409
CWS,KC,85.9,Slider,107.1,28,409
LAD,SD,94.1,4,108.9,28,409
TB,MIA,90.5,Changeup,105.3,24,409
NYY,WSH,97,4,104.3,28,409
CLE,AZ,85.6,Changeup,104.3,21,409
KC,TEX,93.6,Sinker,105,19,409
TOR,PIT,96,Sinker,108.5,25,409
KC,CWS,91.1,Sinker,101.8,28,409
NYY,SEA,86.7,Changeup,105.7,28,409
STL,PIT,87,Slider,107.7,24,409
MIA,HOU,81.7,Sweeper,105.6,25,409
STL,MIN,82.6,Slider,103.6,31,409
ATH,HOU,82.3,Sweeper,104.2,37,409
TB,DET,93.2,4,111.3,20,409
SF,LAD,93.2,4,102.1,26,409
TB,COL,78.4,Curveball,108.1,26,409
LAA,TEX,90.2,Slider,102,30,409
DET,LAA,84,Sweeper,102.7,31,409
NYM,ATL,82.9,Slider,107.1,35,409
PHI,TB,95.3,4,104.2,29,409
ATH,CWS,84.7,Slider,107.9,25,409
ATL,PHI,96.1,Sinker,111,27,409
MIL,ATL,85.1,Slider,102.7,23,409
